name,cpu,ram,gpu,storage,screen_size,screen_resolution,screen_tech,battery,os,color,price,rating,review_text
Laptop ASUS Vivobook 14 X1404VA-EB509W,"Intel Core i3-1315U 1.2 GHz (10MB Cache, up to 4.5 GHz, 6 lõi, 8 luồng)",Có thể nâng cấp; Cần tháo vỏ dưới/trên,Intel UHD Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1080 pixels (FullHD),"Màn hình chống chói
Độ sáng 250nits
Độ phủ màu 45% NTSC","42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,Bạc,11.990.000₫,,
Laptop ASUS Gaming V16 V3607VU-RP290W,"Intel Core 5 210H 2.2 GHz (12MB Cache, up to 4.8 GHz, 8 lõi, 12 luồng)",Có thể nâng cấp; Cần tháo vỏ dưới/trên,"NVIDIA GeForce RTX 4050 6GB GDDR6 (194 AI TOPs)
Intel Graphics",512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Độ phủ màu 45% NTSC
Màn hình chống chói","63WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,Đen,22.990.000₫,,
Laptop ASUS TUF Gaming F16 FX608JH-RV131W,"Intel Core i5-13450HX 2.4 GHz (20M Cache, up to 4.6 GHz, 10 lõi: 6 P-cores and 4 E-cores)","2 khe (2 x 16GB, nâng cấp tối đa 64GB)","NVIDIA GeForce RTX 5050 8GB GDDR7
Intel UHD Graphics","512GB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ cả SATA hoặc NVMe, tối đa 2TB)",16 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300 nits
Tỷ lệ tương phản 1000:1
Độ phủ màu NTSC 72% / sRGB 100% / Adobe 75.35%
Màn hình chống chói
G-Sync","90WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,Xám,30.990.000₫,,
Laptop ASUS Zenbook 14 UX3405CA-PZ188WS,"Intel Core Ultra 7 255H 2.0 GHz (24MB Cache, up to 5.1 GHz, 16 lõi, 16 luồng)",LPDDR5X on board,Intel Arc Graphics,1TB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,"Thời gian phản hồi 0.2ms
Độ sáng 400nits
Độ sáng tối đa 500nits HDR
Độ phủ màu 100% DCI-P3
Gamut mapping
HDR True Black 500
1.07 tỷ màu
Giảm 70% ánh sáng xanh có hại
TÜV Rheinland-certified
Màn hình chăm sóc mắt SGS","75WHrs, 2S2P, 4-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,Xanh,33.990.000₫,,
Laptop ASUS Vivobook S14 S3407VA-LY146W,"Intel Core 5 210H 2.2 GHz (12MB Cache, up to 4.8 GHz, 8 lõi, 12 luồng)",2 khe (8GB DDR5 Onboard + 8GB DDR5 SO-DIMM),Intel UHD Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),"Màn hình chống chói
Độ sáng 300nits
Độ phủ màu 45% NTSC","70WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,Bạc,17.990.000₫,,
Laptop ASUS Gaming V16 V3607VH-RP024W,"Intel Core 5 210H 2.2 GHz (12MB Cache, up to 4.8 GHz, 8 lõi, 12 luồng)",Có thể nâng cấp; Cần tháo vỏ dưới/trên,"NVIDIA GeForce RTX 5050 8GB GDDR7
Intel Graphics",512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Độ phủ màu 45% NTSC
Màn hình chống chói","63WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,Đen,26.690.000₫,,
Laptop ASUS Vivobook 15 OLED A1505VA-MA505W,"Intel Core i5-13420H 2.1 GHz (12MB Cache, up to 4.6 GHz, 8 lõi, 12 luồng)",2 khe (8GB DDR4 Onboard + 8GB DDR4 SO-DIMM),Intel UHD Graphics,512GB M.2 NVMe PCIe 4.0 SSD,15.6 inches,2880 x 1620 pixels,"Độ sáng 600nits HDR
Độ phủ màu 100% DCI-P3
Ánh xạ gam màu
Tỷ lệ tương phản 1.000.000:1
HDR True Black 600
1.07 tỷ màu
Ánh sáng xanh thấp ít hơn 70%
TÜV Rheinland
Màn hình chăm sóc mắt SGS","50WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,Bạc,17.490.000₫,,
Laptop ASUS ROG Strix G16 G615LR-S5289W,"Intel Core Ultra 7 255HX 2.4 GHz (30MB Cache, up to 5.2 GHz, 20 lõi, 20 luồng)",2 khe (nâng cấp tối đa 64GB),"NVIDIA GeForce RTX 5070 Ti 12GB GDDR7 ROG Boost: 1565MHz* at 140W (1515MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)
Intel UHD Graphics","1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ cả SATA hoặc NVMe, tối đa 2TB)",16 inches,2560 x 1600 (WQXGA),"Thời gian phản hồi 3ms
Độ sáng 500nit
Tỷ lệ tương phản 1200:1
Độ phủ màu DCI-P3 100%
Màn hình chống chói
G-Sync
ROG Nebula Display
Hỗ trợ Dolby Vision HDR
Tản nhiệt thông minh ROG","90WHrs, 4S1P, 4-cell Li-ion, Sạc từ 0-50% trong 30 phút",Windows 11 Home,Xám,55.990.000₫,,
Laptop ASUS Vivobook 15 X1504VA-BQ165W,"Intel Core 5 120U 1.4 GHz (12MB Cache, up to 5.0 GHz, 10 lõi, 12 luồng)","2 khe (8GB DDR4 Onboard + 8GB DDR4 SO-DIMM,Có thể nâng cấp; Cần tháo vỏ dưới/trên)",Intel Graphics,512GB M.2 NVMe PCIe 4.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250nits
Độ phủ màu 45% NTSC
Màn hình chống chói","42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,Bạc,16.790.000₫,,
Laptop ASUS Vivobook S 16 OLED M5606KA-RI016WS,"AMD Ryzen AI 7 350 2.0GHz (24MB Cache, up to 5.0GHz, 8 lõi, 16 luồng)",Onboard,AMD Radeon Graphics,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,2880 x 1800 pixels,"Độ sáng 400nits
Độ sáng tối đa 600nits HDR
Độ phủ màu 100% DCI-P3
Gamut mapping
Display HDR True Black 500
1.07 tỷ màu
Giảm 70% ánh sáng xanh có hại
TÜV Rheinland-certified","75WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,Đen,28.890.000₫,,
Laptop ASUS Vivobook 14 M1405NAQ-LY010W,"AMD Ryzen 5 150 3.3GHz (18MB Cache, up to 4.55 GHz, 6 lõi, 12 luồng)","2 khe (8GB DDR5 on board + 8GB DDR5 SO-DIMM, Có thể nâng cấp; Cần tháo vỏ dưới/trên)",AMD Radeon Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300 nits
Độ phủ màu 45% NTSC
Màn hình chống chói
Chứng nhận TÜV Rheinland","42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,Bạc,15.990.000₫,,
Laptop ASUS TUF Gaming F16 FX608JPR-RV044W,"Intel Core i7 14650HX 2.2 GHz (30MB Cache, up to 5.2 GHz, 16 lõi, 24 luồng)","2 khe (1 x 16GB, nâng cấp tối đa 64GB)","NVIDIA GeForce RTX 5070 8GB GDDR7
Intel UHD Graphics","1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, nâng cấp tối đa 2TB)",16 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300 nits
Tỷ lệ tương phản 1000:1
Độ phủ màu NTSC 72.00% / SRGB 100.00% / Adobe 75.35%
Màn hình chống chói
G-Sync","90WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,Xám,40.690.000₫,,
Laptop ASUS Vivobook S14 M3407KA-SF032WS,"AMD Ryzen AI 7 350 2.0GHz (24MB Cache, up to 5.0GHz, 8 lõi, 16 luồng)",2 khe (16GB Onboard + 16GB DDR5 SO-DIMM),AMD Radeon Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300 nits
Độ phủ màu 95% DCI-P3
Tỷ lệ tương phản 1.000.000:1
1.07 tỷ màu
Màn hình chống chói","70WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,Bạc,24.790.000₫,5 sao/ (1 đánh giá),Thời lượng pin Khoẻ | Hiệu năng Ổn định | Chất lượng hiển thị của màn hình Màu sắc hiển thị chuẩn | Máy có vẻ không nhạy lắm
Laptop ASUS Gaming VivoBook K3605ZF-RP634W,"Intel Core i5-12500H 2.5 GHz (18M Cache, up to 4.5 GHz, 4P+8E cores)",(8GB DDR4 on board + 8GB DDR4 SO-DIMM),NVIDIA GeForce RTX 2050 4GB GDDR6,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Độ phủ màu 45% NTSC
Màn hình chống chói
TÜV Rheinland-certified","50WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,Đen,16.990.000₫,5 sao/ (5 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Máy này nào có hàng vậy shop || Good || Good || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Máy hiệu năng tốt, mỏng nhẹ || Thời lượng pin Khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Màu sắc hiển thị chuẩn | Dùng học IT, xem phim ok và chơi csgo, genshin mượt mà"
Laptop ASUS Vivobook S14 S3407VA-LY053W,"Intel Core i7-13620H 2.4 GHz (24MB Cache, up to 4.9 GHz, 10 lõi, 16 luồng)",DDR5 SO-DIMM Onboard,Intel UHD Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Độ phủ màu 45% NTSC
Màn hình chống chói
TÜV Rheinland-certified","70WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,Bạc,20.990.000₫,,
Laptop ASUS Vivobook S16 S3607VA-RP056W,"Intel Core i7-13620H 2.4 GHz (24MB Cache, up to 4.9 GHz, 10 lõi, 16 luồng)","2 khe (8GB DDR5 Onboard + 8GB DDR5 SO-DIMM, Có thể nâng cấp; Cần tháo vỏ dưới/trên)",Intel UHD Graphics,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels (WUXGA),"Màn hình chống chói
Độ sáng 300nits
Độ phủ màu 45% NTSC","70WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,Bạc,20.990.000₫,,
Laptop ASUS Vivobook S14 S5406SA-PP168WS,"Intel Core Ultra 5 226V 16GB 2.1 GHz (8MB Cache, up to 4.5 GHz, 8 lõi, 8 luồng)",LPDDR5X 16GB,Intel Arc Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,"Độ sáng 400 nits
Độ sáng tối đa 600 nits HDR
Độ phủ màu 100% DCI-P3
Ánh xạ gam màu
Tỷ lệ tương phản 1.000.000:1
Màn hình HDR được chứng nhận VESA
HDR True Black 600
1.07 tỷ màu
Giảm 70% ánh sáng xanh có hại","75WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,Đen,25.990.000₫,,
Laptop ASUS ROG Strix G16 G615JPR-S5107W,"Intel Core i7 14650HX 2.2 GHz (30MB Cache, up to 5.2 GHz, 16 lõi, 24 luồng)","2 khe (2 x 16GB, tối đa 64GB)","NVIDIA GeForce RTX 5070 8GB GDDR7
Intel UHD Graphics","1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, tối đa 2TB)",16 inches,2560 x 1600 (WQXGA),"Độ sáng 500nits
Độ phủ màu DCI-P3 100%
Màn hình chống chói
G-Sync
ROG Nebula Display
Dolby Vision HDR
ROG intelligent cooling","90WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,Xám,48.990.000₫,,
Laptop ASUS ROG Strix G18 G815LP-S9102W,"Intel Core Ultra 9 275HX 2.7 GHz (36MB Cache, up to 5.4 GHz, 24 lõi, 24 luồng)","2 khe (2 x 16GB, nâng cấp tối đa 64GB)","NVIDIA GeForce RTX 5070 8GB GDDR7
Intel UHD Graphics","1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ cả SATA hoặc NVMe, tối đa 2TB)",18 inches,2560 x 1600 (WQXGA),"Thời gian phản hồi (G2G) 3ms
Góc nhìn 170
Độ sáng 500 nits
Tỷ lệ tương phản 1000:1
Độ phủ màu DCI-P3 100%
Chống chói
G-Sync
Màn hình ROG Nebula
Hỗ trợ Dolby Vision HDR
Tản nhiệt thông minh ROG","90WHrs, 4S1P, 4-cell Li-ion, Sạc từ 0-50% trong 30 phút",Windows 11 Home,Xám,56.990.000₫,,
Laptop ASUS ZenBook 14 UM3406GA-QD073WS,AMD Ryzen AI 7 445,LPDDR5X on board,AMD Radeon Graphics,1TB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),"Thời gian phản hồi 0.2ms
Độ sáng 400nits
Độ sáng tối đa 600nits (độ sáng tối đa HDR)
Độ phủ màu 100% DCI-P3
Tỷ lệ tương phản 1.000.000:1
True Black 600
1.07 tỷ màu
Giảm 70% ánh sáng xanh có hại
Màn hình SGS Eye Care","75WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,Đen,33.590.000₫,,
Laptop ASUS Vivobook S14 S3407CA-LY096WS,"Intel Core Ultra 7 255H 2.0 GHz (24MB Cache, up to 5.1 GHz, 16 lõi, 16 luồng)",DDR5 Onboard,Intel UHD Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Độ phủ màu 45% NTSC
Màn hình chống chói","70WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,Xám,23.890.000₫,,
Laptop ASUS ZenBook 14 UM3406GA-QD075WS,AMD Ryzen AI 7 445,LPDDR5X on board,AMD Radeon Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),"Thời gian phản hồi 0.2ms
Độ sáng 400nits
Độ sáng tối đa 600nits (độ sáng tối đa HDR)
Độ phủ màu 100% DCI-P3
Tỷ lệ tương phản 1.000.000:1
True Black 600
1.07 tỷ màu
Giảm 70% ánh sáng xanh có hại
Màn hình SGS Eye Care","75WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,Đen,27.290.000₫,,
Laptop ASUS Vivobook S16 S3607QA-SH040WS,"Snapdragon X X1 26 100 (30MB Cache, up to 2.97GHz, 8 lõi, 8 luồng)",LPDDR5X Onboard,Qualcomm Adreno GPU,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300 nits
Độ phủ màu 95% DCI-P3
Tỷ lệ tương phản 1.000.000:1
1.07 tỷ màu
Màn hình chống chói
giảm 70% ánh sáng xanh có hại
Được chứng nhận bởi TÜV Rheinland","70WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,Xám,19.690.000₫,,
Laptop ASUS Vivobook 15 X1504ZA-NJ517W,"Intel Core i5-1235U (1.3 GHz, 12M Cache, up to 4.4 GHz, 10 lõi)",2 khe (8GB DDR4 Onboard + 8GB DDR4 SO-DIMM),Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250nits
Độ phủ màu 45% NTSC
Màn hình chống chói
TÜV Rheinland-certified","42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,Bạc,13.190.000₫,4.8 sao/ (8 đánh giá),"Khi mua laptop đc tặng sim nhưng cửa hàng ko có sẵn nên bạn sale đã hẹn 2 ngày giao nhưng đến nay đã là 7 ngày rồi vẫn ko thấy nhận được. Cần xem xét lại giúp em || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | asjdflasvjlcsadfasdf || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | test đánh giá thôi nhé || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Test chức năng để làm website, nhưng vẫn đánh giá 5 sao :V || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Đẹp, gọn dễ nhìn. Nv thân thiện"
Laptop ASUS Vivobook S14 S3407CA-LY095WS,"Intel Core Ultra 5 225H 1.7 GHz (18MB Cache, up to 4.9 GHz, 14 lõi, 16 luồng)",DDR5 Onboard,Intel UHD Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Độ phủ màu 45% NTSC
Màn hình chống chói","70WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,Xám,21.590.000₫,,
Laptop ASUS Vivobook S14 M3407KA-SF034WS,AMD Ryzen AI 5 330,DDR5 Onboard,AMD Radeon Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300 nits
Độ phủ màu 95% DCI-P3
Tỷ lệ tương phản 1.000.000:1
1.07 tỷ màu
Màn hình chống chói","70WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,Bạc,22.490.000₫,,
Laptop ASUS Vivobook S16 S3607CA-SH082WS,"Intel Core Ultra 5 225H 1.7 GHz (18MB Cache, up to 4.9 GHz, 14 lõi, 14 luồng)",Có thể nâng cấp; Cần tháo vỏ dưới/trên,Intel Arc Graphics,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels,"Độ sáng 300 nits
Độ sáng tối đa 500 nits
Độ phủ màu 95% DCI-P3
Tỷ lệ tương phản 1.000.000:1
1.07 tỷ màu
Màn hình chống chói
Ánh sáng xanh thấp, giảm 70% ánh sáng xanh có hại","70WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,Xám,22.990.000₫,,
Laptop ASUS Vivobook 14 A1407CA-LY008WS,"Intel Core Ultra 5 225H 1.7 GHz (18MB Cache, up to 4.9 GHz, 14 lõi, 16 luồng)",DDR5 on board,Intel Arc Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits
Độ phủ màu 100% sRGB
Màn hình chống chói","42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,Bạc,19.090.000₫,,
Laptop ASUS ROG Strix G18 G815LM-S9088W,"Intel Core Ultra 9 275HX 2.7 GHz (36MB Cache, up to 5.4 GHz, 24 lõi, 24 luồng)","2 khe (2 x 16GB, nâng cấp tối đa 64GB)","NVIDIA GeForce RTX 5060 8GB GDDR7
Intel UHD Graphics","1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ cả SATA hoặc NVMe, tối đa 2TB)",18 inches,2560 x 1600 (WQXGA),"Thời gian phản hồi (G2G) 3ms
Góc nhìn 170
Độ sáng 500 nits
Tỷ lệ tương phản 1000:1
Độ phủ màu DCI-P3 100%
Chống chói
G-Sync
Màn hình ROG Nebula
Hỗ trợ Dolby Vision HDR
Tản nhiệt thông minh ROG","90WHrs, 4S1P, 4-cell Li-ion, Sạc từ 0-50% trong 30 phút",Windows 11 Home,Xám,50.990.000₫,,
Laptop ASUS Vivobook S 15 S5507QA-MA092WS Copilot+ X Plus,Snapdragon X Plus X1P 42 100 up to 3.4GHz,LPDDR5X Onboard,"Qualcomm Adreno GPU
Tiến trình chip mới nên có thể không kết nối được với các thiết bị có driver cũ",512GB M.2 NVMe PCIe 4.0 SSD,15.6 inches,2880 x 1620 pixels,"Thời gian phản hồi 0.2ms
Độ sáng tối đa 600nits HDR
Độ phủ màu 100% DCI-P3
1.07 tỷ màu
Display HDR True Black 600
TÜV Rheinland-certified
SGS Eye Care Display
Giảm 70% ánh sáng xanh có hại","70WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,Bạc,19.990.000₫,5 sao/ (1 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | màn hình đẹp, loa hay, mượt. Chạy mượt mà và đáp ứng đủ các tác vụ văn phòng."
Laptop ASUS ROG Strix G16 G614JV-N4369W,"Intel Core i7-13650HX 2.6 GHz 24M Cache, up to 4.9 GHz, 14 cores: 6 P-cores and 8 E-cores)","2 Khe SO-DIMM (1 x 16GB, tối đa 32GB)","NVIDIA GeForce RTX 4060 8GB GDDR6 (233 AI TOPs)
Intel UHD Graphics","1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, nâng cấp tối đa 2TB)",16 inches,2560 x 1600 (WQXGA),"Thời gian phản hồi 3ms
Độ sáng 500nits
Độ phủ màu DCI-P3 100%
Màn hình chống chói
G-Sync
ROG Nebula Display
Dolby Vision HDR
ROG intelligent cooling","90WHrs, 4S1P, 4-cell Li-ion
Sạc lại từ 0-50% trong 30 phút",Windows 11 Home,Xám,33.990.000₫,5 sao/ (3 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Cho hỏi khi nào hàng về vậy ạ || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Ngon, khoẻ, đẹp || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | 10d. đã sử dụng máy"
Laptop ASUS Vivobook 15 X1504VA-BQ2076W,"Intel Core i5-1334U 1.3 GHz (12MB Cache, up to 4.6 GHz, 10 lõi, 12 luồng)",8GB DDR4 on board + 8GB DDR4 SO-DIMM,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250nits
Độ phủ màu 45% NTSC
Màn hình chống chói
TÜV Rheinland-certified","42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,Bạc,14.490.000₫,,
Laptop ASUS Vivobook 15 OLED A1505VA-MA469W,"Intel Core i9-13900H 2.6 GHz (24MB Cache, up to 5.4 GHz, 14 lõi, 20 luồng)",8GB DDR4 on board + 8GB DDR4 SO-DIMM,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,2880 x 1620 pixels,"Tỷ lệ 16:9
Thời gian phản hồi 0.2 ms
Độ sáng tối đa 600nits HDR
Độ phủ màu 100% DCI-P3
HDR True Black 600
1.07 tỷ màu
Giảm ánh sáng xanh
SGS Eye Care Display
Gamut mapping
Pantone","50WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,Bạc,19.990.000₫,,
Laptop ASUS TUF Gaming A15 FA507NUR-LP101W,"AMD Ryzen 7 7435HS 3.1GHz (20MB Cache, up to 4.5 GHz, 8 cores, 16 Threads)",2x SO-DIMM slots (Nâng cấp tối đa 32GB),NVIDIA GeForce RTX 4050 6GB GDDR6,512GB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB),15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250nits
Độ phủ màu NTSC 72%, SRGB 100%, Adobe 75.35%
Màn hình chống chói
G-Sync","90WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,Xám,22.990.000₫,5 sao/ (3 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | sản phẩm tốt gia rẻ , nhân viên nhiệt tình || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Máy ngon lắm rất đáng tiền || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Tốt nhất trong tầm giá"
Laptop ASUS Vivobook 14 OLED A1405ZA-KM264W,"Intel Core i5-12500H 2.5 GHz (18M Cache, up to 4.5 GHz, 4P+8E lõi)",8GB DDR4 on board + 8GB DDR4 SO-DIMM,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 3.0 SSD,14 inches,2880 x 1800 pixels,"Tỷ lệ 16:10
Thời gian phản hồi 0.2 ms
Độ sáng tối đa 600nits HDR
Độ phủ màu 100% DCI-P3
HDR True Black 600
1.07 tỷ màu
Giảm ánh sáng xanh
SGS Eye Care Display
Gamut mapping
Pantone","50WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,Bạc,14.990.000₫,5 sao/ (10 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Em đã được bảo hành máy mới, sử dụng oke || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Máy thì ngon đấy. Mà k có đèn bán phím. Chán ghê || Nhân viên vui vẻ hòa đồng tư vấn nhiệt tình || Nhân viên vui vẻ hòa đồng tư vấn nhiệt tình || Nhân viên vui vẻ hòa đồng tư vấn nhiệt tình"
